"Numero de Vertices",Clocks"
"67963","1360000"
"68097","720000"
"68097","620000"
"68097","1120000"
"68124","650000"
"68124","1410000"
"68124","930000"
"68124","1270000"
"68124","1440000"
"68199","1280000"
"68199","920000"
"68199","860000"
"68199","980000"
"68199","920000"
"68199","970000"
"68199","910000"
"68351","1440000"
"68351","980000"
"68351","980000"
"68351","870000"
"68351","1150000"
"68351","1400000"
"68351","940000"
"68490","1010000"
"68490","1010000"
"68490","490000"
"68507","950000"
"68507","1330000"
"68507","890000"
"68507","640000"
"68507","430000"
"68507","620000"
"68507","670000"
"68507","680000"
"68507","840000"
"68507","680000"
"68507","670000"
"68507","640000"
"68507","650000"
"68507","820000"
"68507","670000"
"68507","690000"
"68507","660000"
"68507","340000"
"68507","230000"
"68507","240000"
"68507","230000"
"68507","220000"
"68507","220000"
"68507","230000"
"68507","240000"
"68507","220000"
"68507","230000"
"68507","240000"
"68507","230000"
"68507","230000"
"68818","230000"
"68818","240000"
"68818","230000"
"68818","230000"
"68859","240000"
"68859","240000"
"68859","240000"
"68872","240000"
"68872","240000"
"68872","240000"
"68872","240000"
"68904","240000"
"68904","240000"
