"Numero de Vertices",Clocks"
"67963","430000"
"68545","960000"
"68545","450000"
"68545","820000"
"68545","810000"
"68545","1140000"
"69046","870000"
"69046","970000"
"69046","1010000"
"69142","740000"
"69142","760000"
"69142","690000"
"69142","750000"
"69142","960000"
"69464","670000"
"69464","1030000"
"69464","690000"
"69550","480000"
"69550","770000"
"69550","850000"
"69550","990000"
"69550","880000"
"69795","470000"
"69795","1290000"
"69795","830000"
"69795","860000"
"69795","900000"
"69974","1390000"
"69974","820000"
"69974","1180000"
"69974","900000"
"69974","1300000"
"69974","840000"
"69974","680000"
"70199","470000"
"70199","800000"
"70199","480000"
"70199","620000"
"70247","410000"
"70247","550000"
"70247","310000"
"70247","780000"
"70247","470000"
"70247","390000"
"70247","620000"
"70247","680000"
"70247","620000"
"70247","790000"
"70247","620000"
"70247","660000"
"70588","500000"
"70588","650000"
