"Numero de Vertices",Clocks"
"15788","150000"
"16196","120000"
"16196","100000"
"16196","200000"
"16340","210000"
"16340","210000"
"16340","80000"
"16506","220000"
"16506","110000"
"16506","90000"
"16506","210000"
"16708","130000"
"16708","150000"
"16708","200000"
"16826","260000"
"16826","240000"
"16826","280000"
"16937","150000"
"16937","260000"
"16937","220000"
"17023","240000"
"17023","90000"
"17023","150000"
"17288","280000"
"17288","220000"
"17288","180000"
"17535","150000"
"17535","250000"
"17535","240000"
"17933","210000"
"17933","270000"
