"Numero de Vertices",Clocks"
"32515","6310000"
"33411","12560000"
"33411","13450000"
"33411","7200000"
"33765","15120000"
"33765","14480000"
"33765","6310000"
"33918","11800000"
"33918","7610000"
"33918","9290000"
"34148","15060000"
"34148","8090000"
"34148","14500000"
"34338","13550000"
"34338","9650000"
"34338","7690000"
"34480","15280000"
"34480","14470000"
"34480","6930000"
"34716","15150000"
"34716","12750000"
"34716","12980000"
"34837","14670000"
"34837","7420000"
"34837","15090000"
"35008","10470000"
"35008","14880000"
"35008","7580000"
"35215","15530000"
"35215","14700000"
