"Numero de Vertices",Clocks"
"49","0"
"110","0"
"241","10000"
"503","20000"
"1002","30000"
"1933","60000"
"3841","110000"
"7756","230000"
"15788","490000"
"32515","1040000"
"67963","2190000"
"142253","4640000"
