"temporal_iteration","number_of_vertices","gradient_max","gradient_min","gradient_media",
"1","15788","30.25185204","3.86464375e-26","3.086357355"
"1","15788","35.73392868","5.331444937e-26","3.140535831"
"2","16681","25.10180473","4.333446718e-20","2.547481298"
"2","16681","25.97452736","4.446668357e-20","2.554040194"
"3","16951","25.64451218","3.412934303e-17","2.145534277"
"3","16951","25.28743744","3.448303885e-17","2.149597645"
"4","17004","64.92568207","6.102566924e-16","1.867393851"
"4","17004","145.5964203","4.652421636e-16","1.873932004"
"5","17219","114.7610626","1.722107971e-13","1.732730389"
"5","17219","111.5440598","1.713570421e-13","1.734359264"
"6","17240","111.5498962","1.055604605e-12","1.579634786"
"6","17240","104.4376068","9.823021303e-13","1.580306649"
"7","17256","129.7080536","6.417148757e-11","1.469284296"
"7","17256","222.9008026","6.408302361e-11","1.475107431"
"8","17318","220.32341","6.534233155e-10","1.443610191"
"8","17318","244.7611084","6.722309376e-10","1.450136185"
"9","17495","264.7124329","5.203878661e-09","1.413810015"
"9","17495","471.5036621","5.200735398e-09","1.438317418"
"10","17526","468.5616455","3.083907529e-08","1.392424583"
"10","17526","412.4642944","3.081978051e-08","1.396812797"
"11","17542","567.7407837","2.967553314e-08","1.401088357"

