"Numero de Vertices",Clocks"
"67963","14940000"
"68942","29600000"
"68942","24340000"
"68942","25160000"
"69203","23060000"
"69203","13320000"
"69203","25770000"
"69389","29160000"
"69389","18910000"
"69389","20500000"
"69627","22290000"
"69627","18520000"
"69627","25560000"
"69627","20830000"
"69989","23220000"
"69989","18770000"
"69989","20920000"
"70092","19040000"
"70092","21170000"
"70092","23320000"
"70092","17850000"
"70092","17540000"
"70092","20920000"
"70092","19560000"
"70534","19970000"
"70534","22330000"
"70534","15530000"
"70534","21640000"
"70534","22590000"
"70820","18350000"
"70820","17910000"
"70820","20350000"
"70820","16820000"
"70820","11950000"
"71031","12660000"
"71031","12360000"
"71031","8880000"
"71031","12210000"
"71125","11660000"
"71125","12720000"
