"Numero de Vertices",Clocks"
"15788","4930000"
"16265","5100000"
"16265","6180000"
"16265","5780000"
"16615","5970000"
"16615","3250000"
"16615","4940000"
"16832","5070000"
"16832","5120000"
"16832","3000000"
"16955","4850000"
"16955","5080000"
"16955","3630000"
"17077","5560000"
"17077","5740000"
"17077","5880000"
"17178","4160000"
"17178","5850000"
"17178","6110000"
"17334","5540000"
"17334","4860000"
"17334","3910000"
"17420","6400000"
"17420","5740000"
"17420","5970000"
"17488","6060000"
"17488","6200000"
"17488","4650000"
"17488","3840000"
"17579","6480000"
"17579","4460000"
