"Numero de Vertices",Clocks"
"142253","1.446814003e+10"
"143792","1.51677399e+10"
"143792","-1.196703949e+10"
"143792","1.093915034e+10"
"144257","1.112416051e+10"
"144257","-1.106942976e+10"
"144257","9538669568"
"144574","9567439872"
"144574","-9902440448"
"144574","7941429760"
"144574","8061790208"
"145478","8092380160"
"145478","-9213519872"
"145478","7384580096"
"145906","7286150144"
"145906","-8470190080"
"145906","7211760128"
"145906","7075829760"
"146679","6725570048"
"146679","-7779140096"
"146679","6375640064"
"146930","6128269824"
"146930","-7686519808"
"146930","6221470208"
"147321","5654969856"
"147321","-7592940032"
"147321","5282089984"
"147692","5362699776"
"147692","-7284969984"
"147692","5233999872"
"147899","5255759872"
"147899","-6578279936"
