"Numero de Vertices",Clocks"
"142253","37310000"
"143792","51650000"
"143792","36910000"
"143792","43680000"
"144257","62000000"
"144257","37440000"
"144257","73090000"
"144574","74540000"
"144574","36700000"
"144574","62190000"
"144574","55210000"
"145478","37140000"
"145478","48250000"
"145478","37130000"
"145906","51350000"
"145906","72380000"
"145906","37350000"
"145906","59350000"
"146679","52080000"
"146679","38490000"
"146679","51840000"
"146930","38610000"
"146930","55100000"
"146930","36480000"
"147321","56410000"
"147321","39430000"
"147321","68820000"
"147692","76600000"
"147692","49200000"
"147692","37190000"
"147899","75550000"
"147899","37750000"
