"Numero de Vertices",Clocks"
"67963","246750000"
"68224","189080000"
"68224","307400000"
"68468","164060000"
"68468","309670016"
"68468","305689984"
"68818","147010000"
"68818","253050000"
"68929","230260000"
"68929","192870000"
"69047","205420000"
"69047","256480000"
"69047","305289984"
"69327","158510000"
"69327","262630000"
"69327","209650000"
"69327","192920000"
"69327","168860000"
"69799","337489984"
"69799","158000000"
"69908","282329984"
"69908","180460000"
"69908","334790016"
"69908","307660000"
"69908","345409984"
"70144","287720000"
"70144","160470000"
