"Numero de Vertices",Clocks"
"142253","547240000"
"142441","412430016"
"142520","403700000"
"142556","455740000"
"142556","436830016"
"142556","471180000"
"142705","493729984"
"142733","503849984"
"142733","516129984"
"142733","577049984"
"142837","497840000"
"142837","507750016"
"142837","426110016"
"142837","450680000"
"142837","570920000"
"142979","489830016"
"142979","378129984"
"143028","102520000"
"143028","53560000"
"143028","53510000"
"143028","53760000"
"143028","53530000"
"143028","53520000"
"143028","53600000"
"143028","53560000"
"143217","53670000"
"143217","53710000"
"143217","53670000"
"143217","53590000"
"143217","53510000"
