"Numero de Vertices",Clocks"
"142253","1.513837978e+10"
"144091","1.45230295e+10"
"144091","-1.20053801e+10"
"144091","1.041602048e+10"
"144766","1.08994304e+10"
"144766","-1.041903002e+10"
"144766","9337419776"
"145136","9376969728"
"145136","-9968640000"
"145136","8253620224"
"145545","7409500160"
"145545","-8815559680"
"145545","7534839808"
"145545","6118490112"
"146160","7991059968"
"146160","-8575269888"
"146160","6678040064"
"146160","6411890176"
"146509","6592019968"
"146509","-7891709952"
"146509","6172959744"
"146650","6195339776"
"146650","-7765779968"
"146650","5889979904"
"146650","6120019968"
"146976","6222810112"
"146976","-7536690176"
"146976","5306319872"
"146976","4950490112"
"146976","5405029888"
"147298","4979720192"
"147298","-5647909888"
"147298","3737619968"
"147298","2826350080"
"147478","2977629952"
"147478","-2281979904"
