"Numero de Vertices",Clocks"
"142253","1740000"
"149072","1710000"
"149072","3900000"
"149072","1370000"
"151036","1550000"
"151036","1370000"
"151036","1370000"
"152293","1710000"
"152293","2320000"
"152293","1400000"
"153100","1680000"
"153100","1480000"
"153100","1400000"
"153911","3200000"
"153911","1980000"
"153911","2940000"
"154590","2610000"
"154590","1880000"
"154590","1510000"
"155266","4440000"
"155266","1520000"
"155266","1890000"
"156019","5370000"
"156019","1610000"
"156019","2110000"
"156896","1760000"
"156896","2250000"
"156896","1710000"
"157798","2290000"
"157798","1630000"
