"Numero de Vertices",Clocks"
"67963","870000"
"71591","1290000"
"71591","720000"
"71591","1020000"
"72754","1470000"
"72754","640000"
"72754","1220000"
"73349","1150000"
"73349","1220000"
"73349","1230000"
"73800","800000"
"73800","510000"
"73800","720000"
"74197","1340000"
"74197","1000000"
"74197","750000"
"74698","1250000"
"74698","1370000"
"74698","800000"
"75124","970000"
"75124","800000"
"75124","1260000"
"75689","1010000"
"75689","630000"
"75689","1310000"
"76458","1360000"
"76458","1150000"
"76458","840000"
"77471","1330000"
"77471","1020000"
