"Numero de Vertices",Clocks"
"67963","28560000"
"71591","25530000"
"71591","16280000"
"71591","29360000"
"72754","31770000"
"72754","27750000"
"72754","20260000"
"73349","27210000"
"73349","32070000"
"73349","32540000"
"73800","16020000"
"73800","15350000"
"73800","16000000"
"74197","33240000"
"74197","16710000"
"74197","19300000"
"74698","32890000"
"74698","20440000"
"74698","21040000"
"75124","26110000"
"75124","21940000"
"75124","22260000"
"75689","23050000"
"75689","24400000"
"75689","25450000"
"76458","26540000"
"76458","27860000"
"76458","29520000"
"77471","23210000"
"77471","24350000"
