"Numero de Vertices",Clocks"
"15788","200000"
"15816","120000"
"15816","230000"
"15816","130000"
"15816","200000"
"15816","240000"
"15847","100000"
"15847","110000"
"15847","90000"
"15847","120000"
"15847","100000"
"15847","130000"
"15847","190000"
"15847","120000"
"15847","80000"
"15847","160000"
"15847","150000"
"15847","210000"
"15847","80000"
"15961","110000"
"15961","180000"
"15961","220000"
"15961","160000"
"15961","230000"
"15961","180000"
"15961","110000"
"15961","80000"
"15961","120000"
"15961","80000"
"15961","230000"
"15961","100000"
"15961","130000"
"15961","90000"
"15961","220000"
"15961","220000"
"15961","250000"
"15961","180000"
"15961","200000"
"15961","90000"
"15961","100000"
"15961","80000"
"15961","120000"
"15961","80000"
"15961","90000"
"15961","180000"
"15961","100000"
"16064","110000"
"16064","130000"
"16064","90000"
"16064","120000"
"16064","100000"
"16064","100000"
"16064","90000"
"16064","130000"
"16064","100000"
"16064","120000"
"16064","90000"
"16064","100000"
"16064","100000"
"16064","100000"
"16064","110000"
"16064","130000"
"16064","220000"
"16064","110000"
"16064","180000"
"16064","110000"
"16064","100000"
"16064","120000"
"16064","160000"
"16064","110000"
"16064","100000"
"16064","110000"
"16064","80000"
"16133","110000"
"16133","80000"
"16133","100000"
"16133","80000"
"16133","100000"
"16133","90000"
"16133","110000"
"16133","90000"
"16133","90000"
"16133","80000"
"16133","100000"
"16133","80000"
"16133","110000"
"16133","90000"
"16133","110000"
"16133","80000"
"16133","110000"
"16133","90000"
"16133","100000"
"16133","100000"
"16133","110000"
"16133","90000"
"16133","110000"
"16133","80000"
"16133","100000"
"16133","80000"
"16133","110000"
"16133","90000"
"16133","110000"
"16133","90000"
"16218","130000"
"16218","90000"
"16218","130000"
"16218","100000"
"16218","120000"
"16218","80000"
"16218","100000"
"16218","90000"
"16218","110000"
"16218","90000"
"16218","110000"
"16218","80000"
"16218","120000"
"16218","100000"
"16218","100000"
"16218","90000"
"16218","110000"
"16218","90000"
"16218","110000"
"16218","80000"
"16218","100000"
"16218","80000"
"16218","110000"
"16218","80000"
"16218","130000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","110000"
"16218","90000"
"16218","120000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","110000"
"16218","100000"
"16218","120000"
"16218","100000"
"16218","100000"
"16218","90000"
"16218","130000"
"16218","100000"
"16218","110000"
"16218","90000"
"16218","110000"
"16218","90000"
"16218","100000"
"16218","80000"
"16218","110000"
"16218","100000"
"16218","130000"
"16218","100000"
"16218","130000"
"16218","100000"
"16218","120000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","80000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","100000"
"16218","80000"
"16218","100000"
"16218","90000"
"16218","100000"
"16218","90000"
"16218","110000"
"16218","100000"
"16218","100000"
"16218","100000"
"16218","110000"
"16218","90000"
"16218","130000"
"16218","110000"
"16218","100000"
"16218","100000"
"16218","110000"
"16218","90000"
"16218","110000"
"16218","90000"
"16345","110000"
"16345","80000"
"16345","80000"
"16345","60000"
"16345","70000"
"16345","60000"
"16345","70000"
"16345","60000"
"16345","70000"
"16345","70000"
"16345","70000"
"16345","60000"
"16345","70000"
"16345","60000"
"16345","80000"
"16345","60000"
"16345","50000"
"16345","40000"
"16345","60000"
"16345","40000"
"16345","50000"
"16345","50000"
"16345","70000"
"16345","60000"
"16345","70000"
"16345","60000"
"16345","80000"
"16345","60000"
"16345","70000"
"16345","60000"
"16345","80000"
"16345","70000"
"16345","80000"
"16345","70000"
"16345","50000"
"16345","50000"
"16393","60000"
"16393","40000"
"16393","60000"
"16393","50000"
"16393","70000"
"16393","60000"
"16393","50000"
"16393","50000"
"16393","70000"
"16393","60000"
"16393","70000"
"16393","60000"
"16393","60000"
"16393","60000"
"16393","50000"
"16393","50000"
"16393","50000"
"16393","40000"
"16393","60000"
"16393","50000"
"16393","60000"
"16393","40000"
"16393","60000"
"16393","40000"
"16393","60000"
"16393","40000"
"16393","60000"
"16393","60000"
"16393","70000"
"16393","60000"
"16393","70000"
"16393","60000"
"16393","70000"
"16393","60000"
"16393","60000"
"16393","40000"
"16393","60000"
"16393","50000"
"16393","60000"
"16393","50000"
"16393","60000"
"16393","50000"
"16393","60000"
"16393","50000"
"16485","70000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","60000"
"16485","60000"
"16485","60000"
"16485","40000"
"16485","60000"
"16485","70000"
"16485","70000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","50000"
"16485","60000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","30000"
"16485","30000"
"16485","20000"
"16485","30000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","20000"
"16485","30000"
"16485","20000"
"16485","20000"
"16485","30000"
"16615","30000"
"16615","20000"
