"Numero de Vertices",Clocks"
"32515","103830000"
"32515","97840000"
"32515","157190000"
"32515","88560000"
"32620","130270000"
"32620","140780000"
"32620","123060000"
"32620","139980000"
"32688","77470000"
"32688","82090000"
"32688","144940000"
"32688","88140000"
"32688","149210000"
"32688","79330000"
"32792","128030000"
"32792","75030000"
"32792","126030000"
"32792","64180000"
"32792","83190000"
"32792","73820000"
"32792","128660000"
"32792","149370000"
"32792","102560000"
"32792","71100000"
"32792","139960000"
"32792","116200000"
"32792","121940000"
"32792","146740000"
"32792","126150000"
"32934","112460000"
"32934","129070000"
"32934","128660000"
"32934","143810000"
"32934","102390000"
"32934","130420000"
"32934","85350000"
"32934","149620000"
"32934","76650000"
"32934","73920000"
"32934","122610000"
"32934","131530000"
"33030","104640000"
"33030","75280000"
"33030","81250000"
"33030","132140000"
"33030","64270000"
"33030","63930000"
"33030","64800000"
"33030","64550000"
"33030","66950000"
"33030","65070000"
"33030","65060000"
"33030","65500000"
"33110","66810000"
"33110","56990000"
"33110","64850000"
"33110","65010000"
"33110","64880000"
"33110","65890000"
"33110","66370000"
"33110","66000000"
"33110","57250000"
"33110","57150000"
"33110","63560000"
"33110","64930000"
"33110","64740000"
"33110","65790000"
"33110","57160000"
"33110","58420000"
"33110","57470000"
"33110","57850000"
"33237","66940000"
"33237","67000000"
"33237","70080000"
"33237","56790000"
"33237","57880000"
"33237","69140000"
"33237","56920000"
"33237","62210000"
"33237","57940000"
"33237","57660000"
"33237","64890000"
"33237","66220000"
"33237","69470000"
"33237","69830000"
"33237","69350000"
"33237","68640000"
"33237","67300000"
"33237","65610000"
"33237","65990000"
"33237","58370000"
"33237","66030000"
"33237","64820000"
"33237","69890000"
"33237","65290000"
"33237","58270000"
"33237","64890000"
"33237","69480000"
"33237","56960000"
"33237","57500000"
"33237","57320000"
"33237","57430000"
"33237","66490000"
"33362","66070000"
"33362","64470000"
"33362","57260000"
"33362","65980000"
"33362","59530000"
"33362","57450000"
"33362","66150000"
"33362","65050000"
"33362","64740000"
"33362","64030000"
"33362","65040000"
"33362","67740000"
"33362","66030000"
"33362","26650000"
"33362","28160000"
"33362","26980000"
"33362","26800000"
"33362","31100000"
"33362","26730000"
"33362","27680000"
"33362","26080000"
"33362","28010000"
"33362","26700000"
"33362","26720000"
"33362","26310000"
"33362","29080000"
"33362","26750000"
"33362","26850000"
"33362","26980000"
"33362","43790000"
"33362","43760000"
"33362","44210000"
"33362","43590000"
"33362","36630000"
"33362","43980000"
"33362","44120000"
"33362","37810000"
"33478","44410000"
"33478","44050000"
"33478","44180000"
"33478","44150000"
"33478","44320000"
"33478","41670000"
"33478","30150000"
"33478","44090000"
"33478","44430000"
"33478","42150000"
"33478","44510000"
"33478","44160000"
"33478","38570000"
"33478","37220000"
"33478","26790000"
"33478","26920000"
"33478","26440000"
"33478","26930000"
"33478","35000000"
"33478","37090000"
"33478","40860000"
"33478","27980000"
"33478","42460000"
"33478","39570000"
"33478","32050000"
"33478","35720000"
"33478","43140000"
"33478","37980000"
"33478","38240000"
"33478","38290000"
"33478","38130000"
"33478","37810000"
"33478","26910000"
"33478","36600000"
"33478","26960000"
"33478","29000000"
"33478","39900000"
"33478","45270000"
"33478","30920000"
"33478","35570000"
"33478","37020000"
"33478","33960000"
"33478","38240000"
