"Numero de Vertices",Clocks"
"142253","1.398439014e+10"
"146408","1.534623949e+10"
"146408","-1.317412045e+10"
"146408","1.129998029e+10"
"147672","1.22690304e+10"
"147672","-1.095379968e+10"
"147672","1.013968998e+10"
"148323","9746029568"
"148323","-9818380288"
"148323","8471759872"
"148840","8314950144"
"148840","-8072609792"
"148840","7945220096"
"149284","7192300032"
"149284","-7992759808"
"149284","7159989760"
"149690","7149499904"
"149690","-7381289984"
"149690","6620910080"
"149989","5726680064"
"149989","-7872820224"
"149989","6250359808"
"150230","6237680128"
"150230","-6969280000"
"150230","6195559936"
"150465","5544280064"
"150465","-6990249984"
"150465","5400309760"
"150672","4997949952"
"150672","-7384860160"
