"Numero de Vertices",Clocks"
"142253","512380000"
"142745","502540000"
"142745","421380000"
"142745","376280000"
"143523","383689984"
"143523","420630016"
"143523","529310016"
"143894","467360000"
"143894","431350016"
"144084","574480000"
"144084","431200000"
"144331","436670016"
"144331","594590016"
"144331","610070016"
"144331","384489984"
"144331","438060000"
"145066","494940000"
"145206","532190016"
"145206","429929984"
"145206","396500000"
"145206","519390016"
"145749","591800000"
"145749","403840000"
"145933","378449984"
"145933","382580000"
"145933","380600000"
"145933","379030016"
"145933","382030016"
