"Numero de Vertices",Clocks"
"32515","1698480000"
"33307","1508199936"
"33307","-1501479936"
"33307","1253420032"
"33704","1237699968"
"33704","-1275740032"
"33704","1034560000"
"33971","1210390016"
"33971","-1058929984"
"33971","1037920000"
"34210","968529984"
"34210","-901969984"
"34210","993030016"
"34356","797630016"
"34356","-818630016"
"34356","699710016"
"34510","815790016"
"34510","-944620032"
"34510","744070016"
"34657","542480000"
"34657","-1041340032"
"34657","751699968"
"34760","556419968"
"34760","-702550016"
"34760","660760000"
"34879","777030016"
"34879","-903030016"
"34879","622390016"
"34980","633190016"
"34980","-877800000"
