"Numero de Vertices",Clocks"
"15788","555729984"
"15956","523230016"
"15956","-501220000"
"15956","404830016"
"15956","437680000"
"16046","410030016"
"16046","-413089984"
"16046","399409984"
"16046","342249984"
"16185","357750016"
"16185","-342620000"
"16185","340560000"
"16185","336300000"
"16185","319680000"
"16417","347540000"
"16417","-359470016"
"16417","307560000"
"16485","300689984"
"16485","-322129984"
"16485","273329984"
"16608","279870016"
"16608","-321289984"
"16608","281840000"
"16608","272750016"
"16719","276860000"
"16719","-291190016"
"16719","216050000"
"16719","197480000"
"16719","191540000"
"17003","193320000"
"17003","-228020000"
"17003","189660000"
"17003","183220000"
"17159","183380000"
"17159","-228170000"
"17159","190990000"
"17362","166000000"
"17362","-217730000"
