"Numero de Vertices",Clocks"
"67963","14370000"
"68220","12130000"
"68220","19700000"
"68220","12310000"
"68220","21400000"
"68220","14560000"
"68565","12510000"
"68565","25480000"
"68565","15550000"
"68565","15180000"
"68565","14840000"
"68565","29720000"
"68565","12540000"
"68565","14650000"
"68930","29370000"
"68930","28140000"
"68930","30200000"
"68930","25240000"
"68930","14810000"
"69064","15360000"
"69064","20980000"
"69064","15460000"
"69064","14760000"
"69064","29590000"
"69064","15440000"
"69064","16800000"
"69259","29550000"
"69259","13430000"
"69259","14570000"
"69259","31080000"
"69332","15180000"
"69332","22630000"
"69332","25760000"
"69403","27530000"
"69403","15990000"
"69403","12560000"
"69403","17060000"
"69403","16630000"
"69403","16970000"
"69403","12610000"
"69403","12530000"
"69403","12210000"
"69638","12530000"
"69638","12530000"
"69638","12730000"
"69638","13330000"
"69638","13560000"
"69638","12700000"
"69638","13200000"
"69638","12750000"
"69783","13350000"
"69783","12490000"
"69783","12620000"
"69783","12850000"
"69783","12730000"
"69783","12650000"
"69783","12750000"
"69783","12870000"
"69783","12720000"
"69783","12680000"
"69783","12200000"
"69783","12420000"
"69783","13550000"
"69997","12470000"
"69997","12690000"
