"Numero de Vertices",Clocks"
"49","0"
"110","0"
"241","0"
"503","0"
"1002","0"
"1933","10000"
"3841","10000"
"7756","10000"
"15788","40000"
"32515","110000"
"67963","190000"
"142253","470000"
