"Numero de Vertices",Clocks"
"49","0"
"110","0"
"241","10000"
"503","10000"
"1002","30000"
"1933","50000"
"3841","120000"
"7756","240000"
"15788","530000"
"32515","1870000"
"67963","2260000"
"142253","7990000"
