"Numero de Vertices",Clocks"
"67963","31280000"
"68285","26540000"
"68285","23370000"
"68285","30420000"
"68343","27890000"
"68343","25790000"
"68343","24910000"
"68343","30340000"
"68457","15150000"
"68457","22110000"
"68457","19890000"
"68514","26150000"
"68514","24980000"
"68514","22080000"
"68586","22310000"
"68586","26470000"
"68586","22320000"
"68586","18580000"
"68689","20330000"
"68689","22410000"
"68689","22630000"
"68689","23570000"
"68689","18120000"
"68770","19840000"
"68770","20220000"
"68770","21590000"
"68770","24170000"
"68770","21090000"
"68770","19800000"
"68770","17220000"
"68770","12210000"
"68770","3930000"
"68946","3970000"
"68946","3960000"
"68946","4060000"
"68946","3980000"
"68946","3940000"
"68946","4000000"
"68946","4000000"
"68946","3980000"
"69030","3960000"
"69030","4040000"
"69030","3980000"
"69059","3990000"
"69059","4030000"
