"Numero de Vertices",Clocks"
"49","0"
"110","0"
"241","0"
"503","0"
"1002","0"
"1933","0"
"3841","10000"
"7756","20000"
"15788","40000"
"32515","120000"
"67963","220000"
"142253","380000"
