"Numero de Vertices",Clocks"
"49","0"
"110","20000"
"241","100000"
"503","400000"
"1002","900000"
"1933","2710000"
"3841","12760000"
"7756","38870000"
"15788","115840000"
"32515","379929984"
"67963","998369984"
