"Numero de Vertices",Clocks"
"142253","4710000"
"142253","4780000"
"142253","4710000"
"142253","4710000"
"142253","4720000"
"142253","4710000"
"142253","4710000"
"142253","4730000"
"142253","4740000"
"142253","4740000"
